Program Version = DWM3_Entropy_Cluster
Data/Time = 2020-09-15 21:59:29.044680
Source File = S9-TokenReplace.txt
Run Mode = NewMatrix
mu	epsilon	Size	Entropy
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	3	2.893233335256417
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	2.754887502163469
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	3	0.9182958340544896
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	3	1.8365916681089791
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	3	3.6731833362179587
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	3.8115291693109064
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.5
0.9168368308045826	138.66396301593406	3	2.2265666685897503
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	1.8365916681089791
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	3	2.503258334775646
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	2.754887502163469
0.9168368308045826	138.66396301593406	3	2.503258334775646
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.5
0.9168368308045826	138.66396301593406	3	1.584962500721156
0.9168368308045826	138.66396301593406	3	2.7548875021634687
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.5
0.9168368308045826	138.66396301593406	3	0.9182958340544896
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.5
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.5
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	3	3.4215541688301356
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	2	5.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	1.8365916681089791
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	3	3.421554168830135
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	3	3.4215541688301356
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	3	3.1448625026442394
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	3.811529169310907
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	2.364912501682698
0.9168368308045826	138.66396301593406	3	2.7548875021634687
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	3.5
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	0.5
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	3	2.7548875021634687
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	0.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	3.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	2.5
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	3	0.0
0.9168368308045826	138.66396301593406	2	4.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	4.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	1.0
0.9168368308045826	138.66396301593406	2	2.0
0.9168368308045826	138.66396301593406	2	0.5
0.9168368308045826	138.66396301593406	2	0.5
0.9168368308045826	138.66396301593406	2	2.0
