Program Version = DWM3_Entropy_Cluster
Data/Time = 2020-09-18 07:11:50.966504
Source File = S7-TokenReplace.txt
Run Mode = NewMatrix
mu	epsilon	Size	Entropy
0.5	3.0	1573	71.75188633991822
0.5	3.0	7	18.079586725662505
0.5	3.0	5	16.741909016642015
0.5	3.0	3	8.516291673878227
0.5	3.0	2	1.0
0.5	3.0	5	15.528222730506846
0.5	3.0	3	8.5413541726763
0.5	3.0	3	0.9182958340544896
0.5	3.0	8	8.87011249783653
0.5	3.0	4	8.490224995673064
0.5	3.0	2	0.0
0.5	3.0	9	18.57143057077997
0.5	3.0	4	10.5
0.5	3.0	7	20.19604878270917
0.5	3.0	8	7.622687114097034
0.5	3.0	15	24.725315152323926
0.5	3.0	7	14.340905345338404
0.5	3.0	5	15.023890923485428
0.5	3.0	3	5.144862502644239
0.5	3.0	5	11.298052826867293
0.5	3.0	9	19.95501707673692
0.5	3.0	2	2.0
0.5	3.0	2	1.5
0.5	3.0	3	7.874687506009632
0.5	3.0	9	14.598370211051382
0.5	3.0	2	3.0
0.5	3.0	6	12.334027685578082
0.5	3.0	3	0.0
0.5	3.0	4	7.867668746754797
0.5	3.0	2	8.5
0.5	3.0	19	32.0558351595918
0.5	3.0	2	0.0
0.5	3.0	12	22.9365664114226
0.5	3.0	5	14.797774659276907
0.5	3.0	5	5.1259817343183975
0.5	3.0	8	14.310082398019015
0.5	3.0	11	26.715287039934942
0.5	3.0	3	9.208020839342968
0.5	3.0	8	16.020864057902628
0.5	3.0	2	7.0
0.5	3.0	4	5.801503120132196
0.5	3.0	10	21.39771934834412
0.5	3.0	2	0.5
0.5	3.0	5	13.440510350957398
0.5	3.0	2	2.5
0.5	3.0	4	7.5
0.5	3.0	6	22.73960000769233
0.5	3.0	2	0.0
0.5	3.0	5	10.40517413752526
0.5	3.0	4	2.2451124978365313
0.5	3.0	4	4.122556248918266
0.5	3.0	4	3.0563906222956643
0.5	3.0	3	2.0882208354968017
0.5	3.0	8	18.444658998598026
0.5	3.0	2	10.5
0.5	3.0	2	2.0
0.5	3.0	3	0.0
0.5	3.0	2	2.0
0.5	3.0	2	0.0
0.5	3.0	6	11.458987608428364
0.5	3.0	6	11.761404171714759
0.5	3.0	4	19.0
0.5	3.0	2	0.0
0.5	3.0	2	0.0
0.5	3.0	4	5.5
0.5	3.0	13	22.95227190522722
0.5	3.0	4	11.178946871213931
0.5	3.0	2	1.0
0.5	3.0	2	2.0
0.5	3.0	3	12.491229175080159
0.5	3.0	4	6.3112781244591325
0.5	3.0	2	0.5
0.5	3.0	6	17.114832347383256
0.5	3.0	3	2.6165416690705205
0.5	3.0	4	12.933834373377397
0.5	3.0	25	30.553748561596034
0.5	3.0	3	5.7614041717147595
0.5	3.0	2	2.0
0.5	3.0	5	8.738555350092014
0.5	3.0	5	5.276959234751091
0.5	3.0	3	0.0
0.5	3.0	7	9.70416917216185
0.5	3.0	3	5.53483750312501
0.5	3.0	2	3.0
0.5	3.0	3	0.38997500048077083
0.5	3.0	3	3.6731833362179587
0.5	3.0	9	17.64139896217105
0.5	3.0	2	4.0
0.5	3.0	2	2.0
0.5	3.0	2	0.0
0.5	3.0	2	0.5
0.5	3.0	14	23.55756588602322
0.5	3.0	2	0.0
0.5	3.0	2	0.0
0.5	3.0	4	7.5
0.5	3.0	2	1.0
0.5	3.0	2	0.0
0.5	3.0	2	0.0
0.5	3.0	2	7.0
0.5	3.0	2	0.0
0.5	3.0	3	11.29624167483977
0.5	3.0	3	0.38997500048077083
0.5	3.0	4	14.056390622295664
0.5	3.0	3	5.258145836939113
0.5	3.0	3	8.126316673397456
0.5	3.0	3	7.371429171233988
0.5	3.0	2	0.0
0.5	3.0	2	1.0
0.5	3.0	2	0.5
0.5	3.0	2	2.5
0.5	3.0	3	0.9182958340544896
0.5	3.0	2	1.5
0.5	3.0	2	8.0
0.5	3.0	2	2.5
0.5	3.0	3	3.1448625026442394
0.5	3.0	4	0.31127812445913283
0.5	3.0	2	4.5
0.5	3.0	3	9.208020839342968
0.5	3.0	14	25.66050374847007
0.5	3.0	4	7.924059369050462
0.5	3.0	3	0.9182958340544896
0.5	3.0	4	4.056390622295664
0.5	3.0	2	0.0
0.5	3.0	2	0.5
0.5	3.0	2	0.0
0.5	3.0	3	12.629575008173106
0.5	3.0	4	3.5563906222956643
0.5	3.0	2	1.0
0.5	3.0	5	9.97780156525493
0.5	3.0	2	2.5
0.5	3.0	7	15.250539205114466
0.5	3.0	5	0.44217935649972373
0.5	3.0	2	1.5
0.5	3.0	4	5.0
0.5	3.0	3	0.9182958340544896
0.5	3.0	2	11.0
0.5	3.0	3	7.346366672435916
0.5	3.0	2	11.0
0.5	3.0	2	2.0
0.5	3.0	2	0.0
0.5	3.0	3	3.53483750312501
0.5	3.0	4	11.311278124459132
0.5	3.0	3	5.786466670512833
0.5	3.0	4	9.678946871213931
0.5	3.0	2	2.5
0.5	3.0	4	14.9338343733774
0.5	3.0	4	7.9902249956730635
0.5	3.0	4	15.4338343733774
0.5	3.0	4	14.4338343733774
0.5	3.0	2	5.0
0.5	3.0	3	0.0
0.5	3.0	3	7.208020839342966
0.5	3.0	5	6.376681067160704
0.5	3.0	3	9.208020839342968
0.5	3.0	2	0.0
0.5	3.0	3	0.0
0.5	3.0	2	0.0
0.5	3.0	2	2.0
0.5	3.0	2	11.0
0.5	3.0	2	2.0
0.5	3.0	2	0.0
0.5	3.0	2	0.0
0.5	3.0	5	10.53729904203021
0.5	3.0	3	9.182958340544895
0.5	3.0	2	3.0
0.5	3.0	3	1.584962500721156
0.5	3.0	2	3.0
0.5	3.0	9	24.447051073139566
0.5	3.0	8	20.212029684525227
0.5	3.0	7	17.86003966410578
0.5	3.0	3	0.0
0.5	3.0	3	7.484712505528863
0.5	3.0	2	7.0
0.5	3.0	2	4.0
0.5	3.0	2	0.0
0.5	3.0	2	7.0
0.5	3.0	3	9.736341672916687
0.5	3.0	3	8.126316673397456
0.5	3.0	2	0.5
