Program Version = DWM3_Entropy_Cluster
Data/Time = 2020-09-18 09:44:13.658039
Source File = S5-TokenReplace.txt
Run Mode = NewMatrix
mu	epsilon	Size	Entropy
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	1.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	3	0.0
0.789	636.07	2	3.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	3	1.9749375012019268
0.789	636.07	3	2.503258334775646
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	4	1.1225562489182657
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	5	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	4	8.5
0.789	636.07	2	0.0
0.789	636.07	3	2.893233335256417
0.789	636.07	4	1.4338343733773984
0.789	636.07	4	0.0
0.789	636.07	4	7.1127812445913285
0.789	636.07	2	1.5
0.789	636.07	6	6.156539091199644
0.789	636.07	4	5.745112497836532
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	3	0.0
0.789	636.07	2	0.5
0.789	636.07	3	2.7548875021634687
0.789	636.07	2	0.0
0.789	636.07	5	0.0
0.789	636.07	2	1.0
0.789	636.07	2	2.5
0.789	636.07	3	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	6	5.2390979179887855
0.789	636.07	5	10.151685301046406
0.789	636.07	4	0.8112781244591328
0.789	636.07	3	1.698245835016031
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	4	1.7451124978365313
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	1.0
0.789	636.07	3	0.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	4	1.9338343733773984
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	0.5
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	0.5
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	4	12.622556248918265
0.789	636.07	3	0.38997500048077083
0.789	636.07	5	2.512851783364006
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	3	1.698245835016031
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	4	0.8112781244591328
0.789	636.07	2	4.0
0.789	636.07	2	1.0
0.789	636.07	2	3.0
0.789	636.07	2	0.0
0.789	636.07	4	1.4338343733773984
0.789	636.07	2	9.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	3	0.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	4	1.4338343733773984
0.789	636.07	3	0.0
0.789	636.07	2	1.5
0.789	636.07	6	0.0
0.789	636.07	3	0.0
0.789	636.07	3	1.3082708345352603
0.789	636.07	3	1.4466166676282084
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	4	1.2451124978365313
0.789	636.07	2	1.5
0.789	636.07	2	2.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	3	2.0882208354968017
0.789	636.07	3	0.0
0.789	636.07	2	2.5
0.789	636.07	4	7.5
0.789	636.07	2	0.0
0.789	636.07	4	1.311278124459133
0.789	636.07	4	1.2451124978365313
0.789	636.07	3	1.5599000019230833
0.789	636.07	2	3.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	4	0.31127812445913283
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	9.182958340544895
0.789	636.07	2	0.0
0.789	636.07	4	2.2451124978365313
0.789	636.07	2	3.0
0.789	636.07	3	5.258145836939113
0.789	636.07	2	0.0
0.789	636.07	3	7.208020839342968
0.789	636.07	2	0.0
0.789	636.07	2	3.0
0.789	636.07	4	4.122556248918266
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	3	2.0882208354968017
0.789	636.07	5	5.783524210228287
0.789	636.07	2	1.0
0.789	636.07	5	3.6096404744368114
0.789	636.07	2	2.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	3	0.0
0.789	636.07	2	1.5
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	1.5
0.789	636.07	4	0.0
0.789	636.07	5	0.9065649754771962
0.789	636.07	3	2.088220835496802
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	3	1.698245835016031
0.789	636.07	2	7.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	4	0.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	9.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.3082708345352603
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	3.5
0.789	636.07	2	0.0
0.789	636.07	4	6.424059369050462
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	7.0
0.789	636.07	3	3.14486250264424
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	3.5599000019230838
0.789	636.07	3	1.698245835016031
0.789	636.07	3	0.38997500048077083
0.789	636.07	3	3.6731833362179587
0.789	636.07	3	2.6165416690705205
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	4	3.0563906222956643
0.789	636.07	3	5.673183336217957
0.789	636.07	2	1.0
0.789	636.07	2	1.0
0.789	636.07	3	1.0566416671474375
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	3.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	4	8.056390622295664
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	0.38997500048077083
0.789	636.07	5	1.5840805454090612
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	1.5
0.789	636.07	3	1.698245835016031
0.789	636.07	5	3.145254855459339
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.0566416671474375
0.789	636.07	3	0.7799500009615417
0.789	636.07	3	1.6982458350160314
0.789	636.07	3	0.0
0.789	636.07	2	3.0
0.789	636.07	2	0.0
0.789	636.07	3	3.0065166695512913
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	3	0.0
0.789	636.07	3	3.6731833362179587
0.789	636.07	2	0.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	3	10.906266674359
0.789	636.07	2	1.5
0.789	636.07	3	6.428070838381426
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	4	1.4338343733773984
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	3	1.6982458350160314
